mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.20777535438537598,0.026169324144923106,0.00822310447692871,0.0032335079032777014,0.1,l2,lbfgs,"{'C': 0.1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.9607426303854876,0.9627949826376586,0.9608107150450004,0.9637871164339876,0.9613067819431649,0.9618884452890597,0.001203286217086558,1
0.22349944114685058,0.047619967968532316,0.008128499984741211,0.002096343422117132,1.0,l2,lbfgs,"{'C': 1, 'penalty': 'l2', 'solver': 'lbfgs'}",0.9604591836734694,0.9628658493373964,0.960598114945787,0.9637162497342499,0.9613067819431649,0.9617892359268134,0.0012878702329274549,2
0.16621942520141603,0.03447605166932339,0.005807924270629883,0.002076788097746595,10.0,l2,lbfgs,"{'C': 10, 'penalty': 'l2', 'solver': 'lbfgs'}",0.9603883219954649,0.9628658493373964,0.9605272482460492,0.9637871164339876,0.9612359152434271,0.961760890251265,0.0013422326250164328,3
